OTU_ID	E1	E2	E28	E3	E30	E7	E8	E9
otu20379	0	0	5	0	0	0	0	0
otu20380	0	0	6	0	0	0	0	0
otu20381	0	0	6	0	0	0	0	0
otu20382	0	0	5	0	0	0	0	0
otu20383	0	0	6	0	0	0	0	0
otu20384	0	0	5	0	0	0	0	0
otu20385	0	0	0	0	0	0	0	0
otu20386	0	0	0	0	0	0	0	0
otu20387	0	0	0	0	0	0	0	0
otu20388	0	0	0	0	0	0	0	0
otu20389	0	0	0	0	0	0	0	0
otu20390	0	0	0	0	0	0	0	0
otu20391	0	0	0	0	0	0	0	0
otu20392	0	0	0	0	0	0	0	0
otu20393	0	0	0	0	0	0	0	0
otu20394	0	0	0	0	0	0	0	0
otu20395	0	0	0	0	0	0	0	0
otu20396	0	0	0	0	0	0	0	0
otu20397	0	0	0	0	0	0	0	0
otu20398	0	0	0	0	0	0	0	0
otu20399	0	0	0	0	0	0	0	0
otu20400	0	0	0	0	0	0	0	0
otu20401	0	0	0	0	0	0	0	0
otu20402	0	0	0	0	0	0	0	0
otu20403	0	0	0	0	0	0	0	0
otu20404	0	0	0	0	0	0	0	0
otu20405	0	0	0	0	0	0	0	0
otu20406	0	0	0	0	0	0	0	0
otu20407	0	0	0	0	0	0	0	0
otu20408	0	0	0	0	0	0	0	0
otu20409	0	0	0	0	0	0	0	0
otu20410	0	0	0	0	0	0	0	0
otu20411	0	0	0	0	0	0	0	0
otu20412	0	0	0	0	0	0	0	0
otu20413	0	0	0	0	0	0	0	0
otu20414	0	0	0	0	0	0	0	0
otu20415	0	0	0	0	0	0	0	0
otu20416	0	0	0	0	0	0	0	0
otu20417	0	0	0	0	0	0	0	0
otu20418	0	0	0	0	0	0	0	0
otu20419	0	0	0	0	0	0	0	0
otu20420	0	0	0	0	0	0	0	0
otu20421	0	0	0	0	0	0	0	0
otu20422	0	0	0	0	0	0	0	0
otu20423	0	0	0	0	0	0	0	0
otu20424	0	0	0	0	0	0	0	0
otu20425	0	0	0	0	0	0	0	0
otu20426	0	0	0	0	0	0	0	0
otu20427	0	0	0	0	0	0	0	0
otu20428	0	0	0	0	0	0	0	0
otu20429	0	0	0	0	0	0	0	0
otu20430	0	0	0	0	0	0	0	0
otu20431	0	0	0	0	0	0	0	0
otu20432	0	0	0	0	0	0	0	0
otu20433	0	0	0	0	0	0	0	0
otu20434	0	0	0	0	0	0	0	0
otu20435	0	0	0	0	0	0	0	0
otu20436	0	0	0	0	0	0	0	0
otu20437	0	0	0	0	0	0	0	0
otu20438	0	0	0	0	0	0	0	0
otu20439	0	0	0	0	0	0	0	0
otu20440	0	0	0	0	0	0	0	0
otu20441	0	0	0	0	0	0	0	0
otu20442	0	0	0	0	0	0	0	0
otu20443	0	0	0	0	0	0	0	0
otu20444	0	0	0	0	0	0	0	0
otu20445	0	0	0	0	0	0	0	0
otu20446	0	0	0	0	0	0	0	0
otu20447	0	0	0	0	0	0	0	0
otu20448	0	0	0	0	0	0	0	0
otu20449	0	0	0	0	0	0	0	0
otu20450	0	0	0	0	0	0	0	0
otu20451	0	0	0	6	0	0	0	0
otu20452	0	0	0	6	0	0	0	0
otu20453	0	0	0	6	0	0	0	0
otu20454	0	0	0	6	0	0	0	0
otu20455	0	0	0	6	0	0	0	0
otu20456	0	0	0	4	0	0	0	0
otu20457	0	0	0	4	0	0	0	0
otu20458	0	0	0	3	0	0	0	0
otu20459	0	0	0	5	0	0	0	0
otu20460	0	0	0	5	0	0	0	0
otu20461	0	0	0	6	0	0	0	0
otu20462	0	0	0	6	0	0	0	0
otu20463	0	0	0	5	0	0	0	0
otu20464	0	0	0	6	0	0	0	0
otu20465	0	0	0	5	0	0	0	0
otu20466	0	0	0	6	0	0	0	0
otu20467	0	0	0	6	0	0	0	0
otu20468	0	0	0	4	0	0	0	0
otu20469	0	0	0	6	0	0	0	0
otu20470	0	0	0	4	0	0	0	0
otu20471	0	0	0	6	0	0	0	0
otu20472	0	0	0	6	0	0	0	0
otu20473	0	0	0	5	0	0	0	0
otu20474	0	0	0	3	0	0	0	0
otu20475	0	0	0	5	0	0	0	0
otu20476	0	0	0	4	0	0	0	0
otu20477	0	0	0	6	0	0	0	0
otu20478	0	0	0	5	0	0	0	0
otu20479	0	0	0	4	0	0	0	0
otu20480	0	0	0	6	0	0	0	0
otu20481	0	0	0	5	0	0	0	0
otu20482	0	0	0	5	0	0	0	0
otu20483	0	0	0	6	0	0	0	0
otu20484	0	0	0	5	0	0	0	0
otu20485	0	0	0	6	0	0	0	0
otu20486	0	0	0	6	0	0	0	0
otu20487	0	0	0	4	0	0	0	0
otu20488	0	0	0	3	0	0	0	0
otu20489	0	0	0	0	5	0	0	0
otu20490	0	0	0	0	6	0	0	0
otu20491	0	0	0	0	6	0	0	0
otu20492	0	0	0	0	5	0	0	0
otu20493	0	0	0	0	6	0	0	0
otu20494	0	0	0	0	6	0	0	0
otu20495	0	0	0	0	6	0	0	0
otu20496	0	0	0	0	6	0	0	0
otu20497	0	0	0	0	6	0	0	0
otu20498	0	0	0	0	6	0	0	0
otu20499	0	0	0	0	5	0	0	0
otu20500	0	0	0	0	6	0	0	0
otu20501	0	0	0	0	6	0	0	0
otu20502	0	0	0	0	6	0	0	0
otu20503	0	0	0	0	6	0	0	0
otu20504	0	0	0	0	6	0	0	0
otu20505	0	0	0	0	6	0	0	0
otu20506	0	0	0	0	4	0	0	0
otu20507	0	0	0	0	5	0	0	0
otu20508	0	0	0	0	5	0	0	0
otu20509	0	0	0	0	4	0	0	0
otu20510	0	0	0	0	5	0	0	0
otu20511	0	0	0	0	4	0	0	0
otu20512	0	0	0	0	5	0	0	0
otu20513	0	0	0	0	4	0	0	0
otu20514	0	0	0	0	6	0	0	0
otu20515	0	0	0	0	6	0	0	0
otu20516	0	0	0	0	5	0	0	0
otu20517	0	0	0	0	5	0	0	0
otu20518	0	0	0	0	4	0	0	0
otu20519	0	0	0	0	6	0	0	0
otu20520	0	0	0	0	5	0	0	0
otu20521	0	0	0	0	6	0	0	0
otu20522	0	0	0	0	6	0	0	0
otu20523	0	0	0	0	5	0	0	0
otu20524	0	0	0	0	6	0	0	0
otu20525	0	0	0	0	5	0	0	0
otu20526	0	0	0	0	6	0	0	0
otu20527	0	0	0	0	3	0	0	2
otu20528	0	0	0	0	0	0	0	0
otu20529	0	0	0	0	0	0	0	0
otu20530	0	0	0	0	0	0	0	0
otu20531	0	0	0	0	0	0	0	0
otu20532	0	0	0	0	0	0	0	0
otu20533	0	0	0	0	0	0	0	0
otu20534	0	0	0	0	0	0	0	0
otu20535	0	0	0	0	0	0	0	0
otu20536	0	0	0	0	0	0	0	0
otu20537	0	0	0	0	0	0	0	0
otu20538	0	0	0	0	0	0	0	0
otu20539	0	0	0	0	0	0	0	0
otu20540	0	0	0	0	0	0	0	0
otu20541	0	0	0	0	0	0	0	0
otu20542	0	0	0	0	0	0	0	0
otu20543	0	0	0	0	0	0	0	0
otu20544	0	0	0	0	0	0	0	0
otu20545	0	0	0	0	0	0	0	0
otu20546	0	0	0	0	0	0	0	0
otu20547	0	0	0	0	0	0	0	0
otu20548	0	0	0	0	0	0	0	0
otu20549	0	0	0	0	0	0	0	0
otu20550	0	0	0	0	0	0	0	0
otu20551	0	0	0	0	0	0	0	0
otu20552	0	0	0	0	0	0	0	0
otu20553	0	0	0	0	0	0	0	0
otu20554	0	0	0	0	0	0	0	0
otu20555	0	0	0	0	0	0	0	0
otu20556	0	0	0	0	0	0	0	0
otu20557	0	0	0	0	0	0	0	0
otu20558	0	0	0	0	0	0	0	0
otu20559	0	0	0	0	0	0	0	0
otu20560	0	0	0	0	0	0	0	0
otu20561	0	0	0	0	0	0	0	0
otu20562	0	0	0	0	0	0	0	0
otu20563	0	0	0	0	0	0	0	0
otu20564	0	0	0	0	0	0	0	0
otu20565	0	0	0	0	0	0	0	0
otu20566	0	0	0	0	0	0	0	0
otu20567	0	0	0	0	0	0	0	0
otu20568	0	0	0	0	0	0	0	0
otu20569	0	0	0	0	0	0	0	0
otu20570	0	0	0	0	0	0	0	0
otu20571	0	0	0	0	0	0	0	0
otu20572	0	0	0	0	0	0	0	0
otu20573	0	0	0	0	0	0	0	0
otu20574	0	0	0	0	0	0	0	0
otu20575	0	0	0	0	0	0	0	0
otu20576	0	0	0	0	0	0	0	0
otu20577	0	0	0	0	0	0	0	0
otu20578	0	0	0	0	0	0	0	0
otu20579	0	0	0	0	0	0	0	0
otu20580	0	0	0	0	0	0	0	0
otu20581	0	0	0	0	0	0	0	0
otu20582	0	0	0	0	0	0	0	0
otu20583	0	0	0	0	0	0	0	0
otu20584	0	0	0	0	0	0	0	0
otu20585	0	0	0	0	0	0	0	0
otu20586	0	0	0	0	0	0	0	0
otu20587	0	0	0	0	0	0	0	0
otu20588	0	0	0	0	0	0	0	0
otu20589	0	0	0	0	0	0	0	0
otu20590	0	0	0	0	0	0	0	0
otu20591	0	0	0	0	0	0	0	0
otu20592	0	0	0	0	0	0	0	0
otu20593	0	0	0	0	0	0	0	0
otu20594	0	0	0	0	0	0	0	0
otu20595	0	0	0	0	0	0	0	0
otu20596	0	0	0	0	0	0	0	0
otu20597	0	0	0	0	0	0	0	0
otu20598	0	0	0	0	0	0	0	0
otu20599	0	0	0	0	0	0	0	0
otu20600	0	0	0	0	0	0	0	0
otu20601	0	0	0	0	0	0	0	0
otu20602	0	0	0	0	0	0	0	0
otu20603	0	0	0	0	0	0	0	0
otu20604	0	0	0	0	0	0	0	0
otu20605	0	0	0	0	0	0	0	0
otu20606	0	0	0	0	0	0	0	0
otu20607	0	0	0	0	0	0	0	0
otu20608	0	0	0	0	0	0	0	0
otu20609	0	0	0	0	0	0	0	0
otu20610	0	0	0	0	0	0	0	0
otu20611	0	0	0	0	0	0	0	0
otu20612	0	0	0	0	0	0	0	0
otu20613	0	0	0	0	0	0	0	0
otu20614	0	0	0	0	0	0	0	0
otu20615	0	0	0	0	0	0	0	0
otu20616	0	0	0	0	0	0	0	0
otu20617	0	0	0	0	0	0	0	0
otu20618	0	0	0	0	0	0	0	0
otu20619	0	0	0	0	0	0	0	0
otu20620	0	0	0	0	0	0	0	0
otu20621	0	0	0	0	0	0	0	0
otu20622	0	0	0	0	0	0	0	0
otu20623	0	0	0	0	0	0	0	0
otu20624	0	0	0	0	0	0	0	0
otu20625	0	0	0	0	0	0	0	0
otu20626	0	0	0	0	0	0	0	0
otu20627	0	0	0	0	0	0	0	0
otu20628	0	0	0	0	0	0	0	0
otu20629	0	0	0	0	0	0	0	0
otu20630	0	0	0	0	0	0	0	0
otu20631	0	0	0	0	0	0	0	0
otu20632	0	0	0	0	0	0	0	0
otu20633	0	0	0	0	0	0	0	0
otu20634	0	0	0	0	0	0	0	0
otu20635	0	0	0	0	0	0	0	0
otu20636	0	0	0	0	0	0	0	0
otu20637	0	0	0	0	0	0	0	0
otu20638	0	0	0	0	0	0	0	0
otu20639	0	0	0	0	0	0	0	0
otu20640	0	0	0	0	0	0	0	0
otu20641	0	0	0	0	0	0	0	0
otu20642	0	0	0	0	0	0	0	0
otu20643	0	0	0	0	0	0	0	0
otu20644	0	0	0	0	0	0	0	0
otu20645	0	0	0	0	0	0	0	0
otu20646	0	0	0	0	0	0	0	0
otu20647	0	0	0	0	0	0	0	0
otu20648	0	0	0	0	0	0	0	0
otu20649	0	0	0	0	0	0	0	0
otu20650	0	0	0	0	0	0	0	0
otu20651	0	0	0	0	0	0	0	0
otu20652	0	0	0	0	0	0	0	0
otu20653	0	0	0	0	0	0	0	0
otu20654	0	0	0	0	0	0	0	0
otu20655	0	0	0	0	0	0	0	0
otu20656	0	0	0	0	0	0	0	0
otu20657	0	0	0	0	0	0	0	0
otu20658	0	0	0	0	0	0	0	0
otu20659	0	0	0	0	0	0	0	0
otu20660	0	0	0	0	0	0	0	0
otu20661	0	0	0	0	0	0	0	0
otu20662	0	0	0	0	0	0	0	0
otu20663	0	0	0	0	0	0	0	0
otu20664	0	0	0	0	0	0	0	0
otu20665	0	0	0	0	0	0	0	0
otu20666	0	0	0	0	0	0	0	0
otu20667	0	0	0	0	0	0	0	0
otu20668	0	0	0	0	0	0	0	0
otu20669	0	0	0	0	0	0	0	0
otu20670	0	0	0	0	0	0	0	0
otu20671	0	0	0	0	0	0	0	0
otu20672	0	0	0	0	0	0	0	0
otu20673	0	0	0	0	0	0	0	0
otu20674	0	0	0	0	0	0	0	0
otu20675	0	0	0	0	0	0	0	0
otu20676	0	0	0	0	0	0	0	0
otu20677	0	0	0	0	0	0	0	0
otu20678	0	0	0	0	0	0	0	0
otu20679	0	0	0	0	0	0	0	0
otu20680	0	0	0	0	0	0	0	0
otu20681	0	0	0	0	0	0	0	0
otu20682	0	0	0	0	0	0	0	0
otu20683	0	0	0	0	0	0	0	0
otu20684	0	0	0	0	0	0	0	0
otu20685	0	0	0	0	0	0	0	0
otu20686	0	0	0	0	0	0	0	0
otu20687	0	0	0	0	0	0	0	0
otu20688	0	0	0	0	0	0	0	0
otu20689	0	0	0	0	0	0	0	0
otu20690	0	0	0	0	0	0	0	0
otu20691	0	0	0	0	0	0	0	0
otu20692	0	0	0	0	0	0	0	0
otu20693	0	0	0	0	0	0	0	0
otu20694	0	0	0	0	0	0	0	0
otu20695	0	0	0	0	0	0	0	0
otu20696	0	0	0	0	0	0	0	0
otu20697	0	0	0	0	0	0	0	0
otu20698	0	0	0	0	0	0	0	0
otu20699	0	0	0	0	0	0	0	0
otu20700	0	0	0	0	0	0	0	0
otu20701	0	0	0	0	0	0	0	0
otu20702	0	0	0	0	0	0	0	0
otu20703	0	0	0	0	0	0	0	0
otu20704	0	0	0	0	0	0	0	0
otu20705	0	0	0	0	0	0	0	0
otu20706	0	0	0	0	0	0	0	0
otu20707	0	0	0	0	0	0	0	0
otu20708	0	0	0	0	0	0	0	0
otu20709	0	0	0	0	0	0	0	0
otu20710	0	0	0	0	0	0	0	0
otu20711	0	0	0	0	0	0	0	0
otu20712	0	0	0	0	0	0	0	0
otu20713	0	0	0	0	0	0	0	0
otu20714	0	0	0	0	0	0	0	0
otu20715	0	0	0	0	0	0	0	0
otu20716	0	0	0	0	0	0	0	0
otu20717	0	0	0	0	0	0	0	0
otu20718	0	0	0	0	0	0	0	0
otu20719	0	0	0	0	0	0	0	0
otu20720	0	0	0	0	0	0	0	0
otu20721	0	0	0	0	0	0	0	0
otu20722	0	0	0	0	0	0	0	0
otu20723	0	0	0	0	0	0	0	0
otu20724	0	0	0	0	0	0	0	0
otu20725	0	0	0	0	0	0	0	0
otu20726	0	0	0	0	0	0	0	0
otu20727	0	0	0	0	0	0	0	0
otu20728	0	0	0	0	0	0	0	0
otu20729	0	0	0	0	0	0	0	0
otu20730	0	0	0	0	0	0	0	0
otu20731	0	0	0	0	0	0	0	0
otu20732	0	0	0	0	0	0	0	0
otu20733	0	0	0	0	0	0	0	0
otu20734	0	0	0	0	0	0	0	0
otu20735	0	0	0	0	0	0	0	0
otu20736	0	0	0	0	0	0	0	0
otu20737	0	0	0	0	0	0	0	0
otu20738	0	0	0	0	0	0	0	0
otu20739	0	0	0	0	0	0	0	0
otu20740	0	0	0	0	0	0	0	0
otu20741	0	0	0	0	0	0	0	0
otu20742	0	0	0	0	0	0	0	0
otu20743	0	0	0	0	0	0	0	0
otu20744	0	0	0	0	0	0	0	0
otu20745	0	0	0	0	0	0	0	0
otu20746	0	0	0	0	0	0	0	0
otu20747	0	0	0	0	0	0	0	0
otu20748	0	0	0	0	0	0	0	0
otu20749	0	0	0	0	0	0	0	0
otu20750	0	0	0	0	0	0	0	0
otu20751	0	0	0	0	0	0	0	0
otu20752	0	0	0	0	0	0	0	0
otu20753	0	0	0	0	0	0	0	0
otu20754	0	0	0	0	0	0	0	0
otu20755	0	0	0	0	0	0	0	0
otu20756	0	0	0	0	0	0	0	0
otu20757	0	0	0	0	0	0	0	0
otu20758	0	0	0	0	0	0	0	0
otu20759	0	0	0	0	0	0	0	0
otu20760	0	0	0	0	0	0	0	0
otu20761	0	0	0	0	0	0	0	0
otu20762	0	0	0	0	0	0	0	0
otu20763	0	0	0	0	0	0	0	0
otu20764	0	0	0	0	0	0	0	0
otu20765	0	0	0	0	0	0	0	0
otu20766	0	0	0	0	0	0	0	0
otu20767	0	0	0	0	0	0	0	0
otu20768	0	0	0	0	0	0	0	0
otu20769	0	0	0	0	0	0	0	0
otu20770	0	0	0	0	0	0	0	0
otu20771	0	0	0	0	0	0	0	0
otu20772	0	0	0	0	0	0	0	0
otu20773	0	0	0	0	0	0	0	0
otu20774	0	0	0	0	0	0	0	0
otu20775	0	0	0	0	0	0	0	0
otu20776	0	0	0	0	0	0	0	0
otu20777	0	0	0	0	0	0	0	0
otu20778	0	0	0	0	0	0	0	0
otu20779	0	0	0	0	0	0	0	0
otu20780	0	0	0	0	0	0	0	0
otu20781	0	0	0	0	0	0	0	0
otu20782	0	0	0	0	0	0	0	0
otu20783	0	0	0	0	0	0	0	0
otu20784	0	0	0	0	0	0	0	0
otu20785	0	0	0	0	0	0	0	0
otu20786	0	0	0	0	0	0	0	0
otu20787	0	0	0	0	0	0	0	0
otu20788	0	0	0	0	0	0	0	0
otu20789	0	0	0	0	0	0	0	0
otu20790	0	0	0	0	0	0	0	0
otu20791	0	0	0	0	0	0	0	0
otu20792	0	0	0	0	0	0	0	0
otu20793	0	0	0	0	0	0	0	0
otu20794	0	0	0	0	0	0	0	0
otu20795	0	0	0	0	0	0	0	0
otu20796	0	0	0	0	0	0	0	0
otu20797	0	0	0	0	0	0	0	0
otu20798	0	0	0	0	0	0	0	0
otu20799	0	0	0	0	0	0	0	0
otu20800	0	0	0	0	0	0	0	0
otu20801	0	0	0	0	0	0	0	0
otu20802	0	0	0	0	0	0	0	0
otu20803	0	0	0	0	0	0	0	0
otu20804	0	0	0	0	0	0	0	0
otu20805	0	0	0	0	0	0	0	0
otu20806	0	0	0	0	0	0	0	0
otu20807	0	0	0	0	0	0	0	0
otu20808	0	0	0	0	0	0	0	0
otu20809	0	0	0	0	0	0	0	0
otu20810	0	0	0	0	0	0	0	0
otu20811	0	0	0	0	0	0	0	0
otu20812	0	0	0	0	0	0	0	0
otu20813	0	0	0	0	0	0	0	0
otu20814	0	0	0	0	0	0	0	0
otu20815	0	0	0	0	0	0	0	0
otu20816	0	0	0	0	0	0	0	0
otu20817	0	0	0	0	0	0	0	0
otu20818	0	0	0	0	0	5	0	0
otu20819	0	0	0	0	0	6	0	0
otu20820	0	0	0	0	0	6	0	0
otu20821	0	0	0	0	0	6	0	0
otu20822	0	0	0	0	0	6	0	0
otu20823	0	0	0	0	0	6	0	0
otu20824	0	0	0	0	0	6	0	0
otu20825	0	0	0	0	0	6	0	0
otu20826	0	0	0	0	0	5	0	0
otu20827	0	0	0	0	0	6	0	0
otu20828	0	0	0	0	0	4	0	0
otu20829	0	0	0	0	0	5	0	0
otu20830	0	0	0	0	0	5	0	0
otu20831	0	0	0	0	0	5	0	0
otu20832	0	0	0	0	0	6	0	0
otu20833	0	0	0	0	0	4	0	0
otu20834	0	0	0	0	0	5	0	0
otu20835	0	0	0	0	0	6	0	0
otu20836	0	0	0	0	0	5	0	0
otu20837	0	0	0	0	0	5	0	0
otu20838	0	0	0	0	0	6	0	0
otu20839	0	0	0	0	0	6	0	0
otu20840	0	0	0	0	0	6	0	0
otu20841	0	0	0	0	0	5	0	0
otu20842	0	0	0	0	0	6	0	0
otu20843	0	0	0	0	0	6	0	0
otu20844	0	0	0	0	0	6	0	0
otu20845	0	0	0	0	0	6	0	0
otu20846	0	0	0	0	0	6	0	0
otu20847	0	0	0	0	0	4	0	0
otu20848	0	0	0	0	0	6	0	0
otu20849	0	0	0	0	0	5	0	0
otu20850	0	0	0	0	0	6	0	0
otu20851	0	0	0	0	0	4	0	0
otu20852	0	0	0	0	0	4	0	0
otu20853	0	0	0	0	0	5	0	0
otu20854	0	0	0	0	0	3	0	3
otu20855	0	0	0	0	0	3	0	3
otu20856	0	0	0	0	0	0	5	0
otu20857	0	0	0	0	0	0	6	0
otu20858	0	0	0	0	0	0	5	0
otu20859	0	0	0	0	0	0	6	0
otu20860	0	0	0	0	0	0	6	0
otu20861	0	0	0	0	0	0	6	0
otu20862	0	0	0	0	0	0	6	0
otu20863	0	0	0	0	0	0	6	0
otu20864	0	0	0	0	0	0	6	0
otu20865	0	0	0	0	0	0	6	0
otu20866	0	0	0	0	0	0	6	0
otu20867	0	0	0	0	0	0	5	0
otu20868	0	0	0	0	0	0	6	0
otu20869	0	0	0	0	0	0	6	0
otu20870	0	0	0	0	0	0	6	0
otu20871	0	0	0	0	0	0	6	0
otu20872	0	0	0	0	0	0	6	0
otu20873	0	0	0	0	0	0	6	0
otu20874	0	0	0	0	0	0	6	0
otu20875	0	0	0	0	0	0	5	0
otu20876	0	0	0	0	0	0	5	0
otu20877	0	0	0	0	0	0	6	0
otu20878	0	0	0	0	0	0	3	0
otu20879	0	0	0	0	0	0	3	0
otu20880	0	0	0	0	0	0	2	3
otu20881	0	0	0	0	0	0	0	5
otu20882	0	0	0	0	0	0	0	5
otu20883	0	0	0	0	0	0	0	6
otu20884	0	0	0	0	0	0	0	6
otu20885	0	0	0	0	0	0	0	4
otu20886	0	0	0	0	0	0	0	5
otu20887	0	0	0	0	0	0	0	4
otu20888	0	0	0	0	0	0	0	6
otu20889	0	0	0	0	0	0	0	5
otu20890	0	0	0	0	0	0	0	5
otu20891	0	0	0	0	0	0	0	6
otu20892	0	0	0	0	0	0	0	5
otu20893	0	0	0	0	0	0	0	5
otu20894	0	0	0	0	0	0	0	5
otu20895	0	0	0	0	0	0	0	5
otu20896	0	0	0	0	0	0	0	6
otu20897	0	0	0	0	0	0	0	5
otu20898	0	0	0	0	0	0	0	6
otu20899	0	0	0	0	0	0	0	6
otu20900	0	0	0	0	0	0	0	6
otu20901	0	0	0	0	0	0	0	6
otu20902	0	0	0	0	0	0	0	5
otu20903	0	0	0	0	0	0	0	6
otu20904	0	0	0	0	0	0	0	6
otu20905	0	0	0	0	0	0	0	6
otu20906	0	0	0	0	0	0	0	6
otu20907	0	0	0	0	0	0	0	3
otu20908	0	0	0	0	0	0	0	0
otu20909	0	0	0	0	0	0	0	0
otu20910	0	0	0	0	0	0	0	0
otu20911	0	0	0	0	0	0	0	0
otu20912	0	0	0	0	0	0	0	0
otu20913	0	0	0	0	0	0	0	0
otu20914	0	0	0	0	0	0	0	0
otu20915	0	0	0	0	0	0	0	0
otu20916	0	0	0	0	0	0	0	0
otu20917	0	0	0	0	0	0	0	0
otu20918	0	0	0	0	0	0	0	0
otu20919	0	0	0	0	0	0	0	0
otu20920	0	0	0	0	0	0	0	0
otu20921	0	0	0	0	0	0	0	0
otu20922	0	0	0	0	0	0	0	0
otu20923	0	0	0	0	0	0	0	0
otu20924	0	0	0	0	0	0	0	0
otu20925	0	0	0	0	0	0	0	0
otu20926	0	0	0	0	0	0	0	0
otu20927	0	0	0	0	0	0	0	0
otu20928	0	0	0	0	0	0	0	0
otu20929	0	0	0	0	0	0	0	0
otu20930	0	0	0	0	0	0	0	0
otu20931	0	0	0	0	0	0	0	0
otu20932	0	0	0	0	0	0	0	0
otu20933	0	0	0	0	0	0	0	0
otu20934	0	0	0	0	0	0	0	0
otu20935	0	0	0	0	0	0	0	0
otu20936	0	0	0	0	0	0	0	0
otu20937	0	0	0	0	0	0	0	0
otu20938	0	0	0	0	0	0	0	0
otu20939	0	0	0	0	0	0	0	0
otu20940	0	0	0	0	0	0	0	0
otu20941	0	0	0	0	0	0	0	0
otu20942	0	0	0	0	0	0	0	0
otu20943	0	0	0	0	0	0	0	0
otu20944	0	0	0	0	0	0	0	0
otu20945	0	0	0	0	0	0	0	0
otu20946	0	0	0	0	0	0	0	0
otu20947	0	0	0	0	0	0	0	0
otu20948	0	0	0	0	0	0	0	0
otu20949	0	0	0	0	0	0	0	0
otu20950	0	0	0	0	0	0	0	0
otu20951	0	0	0	0	0	0	0	0
otu20952	0	0	0	0	0	0	0	0
otu20953	0	0	0	0	0	0	0	0
otu20954	0	0	0	0	0	0	0	0
otu20955	0	0	0	0	0	0	0	0
otu20956	0	0	0	0	0	0	0	0
otu20957	0	0	0	0	0	0	0	0
otu20958	0	0	0	0	0	0	0	0
otu20959	0	0	0	0	0	0	0	0
otu20960	0	0	0	0	0	0	0	0
otu20961	0	0	0	0	0	0	0	0
otu20962	0	0	0	0	0	0	0	0
otu20963	0	0	0	0	0	0	0	0
otu20964	0	0	0	0	0	0	0	0
otu20965	0	0	0	0	0	0	0	0
otu20966	0	0	0	0	0	0	0	0
otu20967	0	0	0	0	0	0	0	0
otu20968	0	0	0	0	0	0	0	0
otu20969	0	0	0	0	0	0	0	0
otu20970	0	0	0	0	0	0	0	0
otu20971	0	0	0	0	0	0	0	0
otu20972	0	0	0	0	0	0	0	0
otu20973	0	0	0	0	0	0	0	0
otu20974	0	0	0	0	0	0	0	0
otu20975	0	0	0	0	0	0	0	0
otu20976	0	0	0	0	0	0	0	0
otu20977	0	0	0	0	0	0	0	0
otu20978	0	0	0	0	0	0	0	0
otu20979	0	0	0	0	0	0	0	0
otu20980	0	0	0	0	0	0	0	0
otu20981	0	0	0	0	0	0	0	0
otu20982	0	0	0	0	0	0	0	0
otu20983	0	0	0	0	0	0	0	0
otu20984	0	0	0	0	0	0	0	0
otu20985	0	0	0	0	0	0	0	0
otu20986	0	0	0	0	0	0	0	0
otu20987	0	0	0	0	0	0	0	0
otu20988	0	0	0	0	0	0	0	0
otu20989	0	0	0	0	0	0	0	0
otu20990	0	0	0	0	0	0	0	0
otu20991	0	0	0	0	0	0	0	0
otu20992	0	0	0	0	0	0	0	0
otu20993	0	0	0	0	0	0	0	0
otu20994	0	0	0	0	0	0	0	0
otu20995	0	0	0	0	0	0	0	0
otu20996	0	0	0	0	0	0	0	0
otu20997	0	0	0	0	0	0	0	0
otu20998	0	0	0	0	0	0	0	0
otu20999	0	0	0	0	0	0	0	0
otu21000	0	0	0	0	0	0	0	0
otu21001	0	0	0	0	0	0	0	0
otu21002	0	0	0	0	0	0	0	0
otu21003	0	0	0	0	0	0	0	0
otu21004	0	0	0	0	0	0	0	0
otu21005	0	0	0	0	0	0	0	0
otu21006	0	0	0	0	0	0	0	0
otu21007	0	0	0	0	0	0	0	0
otu21008	0	0	0	0	0	0	0	0
otu21009	0	0	0	0	0	0	0	0
otu21010	0	0	0	0	0	0	0	0
otu21011	0	0	0	0	0	0	0	0
otu21012	0	0	0	0	0	0	0	0
otu21013	0	0	0	0	0	0	0	0
otu21014	0	0	0	0	0	0	0	0
otu21015	0	0	0	0	0	0	0	0
otu21016	0	0	0	0	0	0	0	0
otu21017	0	0	0	0	0	0	0	0
otu21018	0	0	0	0	0	0	0	0
otu21019	0	0	0	0	0	0	0	0
otu21020	0	0	0	0	0	0	0	0
otu21021	0	0	0	0	0	0	0	0
otu21022	0	0	0	0	0	0	0	0
otu21023	0	0	0	0	0	0	0	0
otu21024	0	0	0	0	0	0	0	0
otu21025	0	0	0	0	0	0	0	0
otu21026	0	0	0	0	0	0	0	0
otu21027	0	0	0	0	0	0	0	0
otu21028	0	0	0	0	0	0	0	0
otu21029	0	0	0	0	0	0	0	0
otu21030	0	0	0	0	0	0	0	0
otu21031	0	0	0	0	0	0	0	0
otu21032	0	0	0	0	0	0	0	0
otu21033	0	0	0	0	0	0	0	0
otu21034	0	0	0	0	0	0	0	0
otu21035	0	0	0	0	0	0	0	0
otu21036	0	0	0	0	0	0	0	0
otu21037	0	0	0	0	0	0	0	0
otu21038	0	0	0	0	0	0	0	0
otu21039	0	0	0	0	0	0	0	0
otu21040	0	0	0	0	0	0	0	0
otu21041	0	0	0	0	0	0	0	0
otu21042	0	0	0	0	0	0	0	0
otu21043	0	0	0	0	0	0	0	0
